name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"London,UK",2011-07-15,22.8,11.6,18.2,22.8,11.6,18.2,9.6,59.6,0,0,0,,0,0,,24.9,221.9,1016.9,56.6,28.2,321.6,27.7,9,,2011-07-15T05:00:26,2011-07-15T21:11:44,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-07-16,19.1,14.1,16.2,19.1,14.1,16.2,13.6,85.1,0.561,100,12.5,rain,0,0,,28.5,209.5,1001.5,65.1,24.4,108,9.4,5,,2011-07-16T05:01:37,2011-07-16T21:10:44,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-07-17,18.1,13.1,15.6,18.1,13.1,15.6,12.1,79.9,3.498,100,16.67,rain,0,0,,26.8,235.2,994,64.2,30.5,211.4,18.3,7,,2011-07-17T05:02:50,2011-07-17T21:09:40,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-07-18,17.8,13.5,15.3,17.8,13.5,15.3,11.9,80.6,2.009,100,16.67,rain,0,0,,25.6,236.3,997.3,65.4,32.1,244.8,21.1,7,,2011-07-18T05:04:04,2011-07-18T21:08:35,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-07-19,19.1,11.6,15.1,19.1,11.6,15.1,12.6,86.1,3.045,100,8.33,rain,0,0,46.4,12.7,234.4,1003.4,60.6,20.3,268.6,23.4,8,,2011-07-19T05:05:20,2011-07-19T21:07:26,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-07-20,18.8,13.5,15.5,18.8,13.5,15.5,11.4,77.3,0.025,100,8.33,rain,0,0,,13.4,242.7,1009.1,67.8,24.7,183.4,15.8,5,,2011-07-20T05:06:37,2011-07-20T21:06:16,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-07-21,19.6,13.3,15.4,19.6,13.3,15.4,12.9,85.6,23.947,100,8.33,rain,0,0,,13.3,15.5,1012.6,65.8,17,246.9,21.4,7,,2011-07-21T05:07:55,2011-07-21T21:05:02,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-07-22,19.8,11.8,15.9,19.8,11.8,15.9,9.4,67.8,0.001,100,4.17,rain,0,0,,17.3,351.6,1016.4,45.1,33,305.1,26.3,9,,2011-07-22T05:09:15,2011-07-22T21:03:47,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-07-23,18.3,11.6,15.3,18.3,11.6,15.3,8.4,65.5,0.508,100,12.5,rain,0,0,,17.8,325.9,1013.9,55.9,32.2,202,17.3,8,,2011-07-23T05:10:36,2011-07-23T21:02:29,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-07-24,23.1,10.8,17.3,23.1,10.8,17.3,7.7,56,0,0,0,,0,0,,18.4,288.1,1010.4,35.3,37.8,326.6,28.3,9,,2011-07-24T05:11:59,2011-07-24T21:01:09,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-07-25,23.3,12.3,18,23.3,12.3,18,8.3,54,0,0,0,,0,0,,13.1,323.3,1009.2,47.7,37.1,312.8,27,8,,2011-07-25T05:13:22,2011-07-25T20:59:47,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-07-26,19.6,14.1,17,19.6,14.1,17,12,73,0,0,0,,0,0,,13.7,23.6,1014.8,60.4,23.7,258.3,22.3,7,,2011-07-26T05:14:46,2011-07-26T20:58:22,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-07-27,20.3,15.1,17.3,20.3,15.1,17.3,12.2,72.5,0,0,0,,0,0,,14.5,1.7,1020.4,59.7,26.9,257.5,22.1,7,,2011-07-27T05:16:12,2011-07-27T20:56:55,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-07-28,23.3,15.3,19,23.3,15.3,19,12.5,67.6,0,0,0,,0,0,50,10,17.3,1022.1,61,19.3,295.9,25.7,8,,2011-07-28T05:17:38,2011-07-28T20:55:26,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-07-29,20.5,14.3,17.4,20.5,14.3,17.4,12.4,73.7,0,0,0,,0,0,,14.5,44.4,1023.2,54.4,18.1,256.7,22.2,8,,2011-07-29T05:19:05,2011-07-29T20:53:56,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-07-30,21.5,11.8,16.6,21.5,11.8,16.6,8.4,59.4,0,0,0,,0,0,,14,23.7,1021.8,40.5,34.9,315.1,27.1,9,,2011-07-30T05:20:33,2011-07-30T20:52:23,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-07-31,24.3,11.7,18.4,24.3,11.7,18.4,11.6,67.2,0,0,0,,0,0,,15.6,178.5,1016.5,50.2,24.2,298,25.7,8,,2011-07-31T05:22:02,2011-07-31T20:50:48,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-08-01,28.1,15.2,21.7,27.8,15.2,21.6,11.5,53.9,0,0,0,,0,0,,19.7,159,1013.2,62.9,31.8,275.5,23.7,8,,2011-08-01T05:23:31,2011-08-01T20:49:12,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-08-02,27.6,17.4,22.5,27.4,17.4,22.5,13.8,59.5,1.304,100,12.5,rain,0,0,,12.1,189.8,1013.8,65.6,27.4,223.1,19.1,7,,2011-08-02T05:25:01,2011-08-02T20:47:33,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-08-03,29.1,16.3,22.3,28.6,16.3,22.3,12.9,57.2,0,0,0,,0,0,,21.8,214.2,1014.2,44.4,30.8,253,21.8,8,,2011-08-03T05:26:32,2011-08-03T20:45:53,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-08-04,20.6,16.8,18.4,20.6,16.8,18.4,15.9,85.5,11.416,100,8.33,rain,0,0,,24.4,207,1010.6,66.8,24.5,148.8,12.7,4,,2011-08-04T05:28:03,2011-08-04T20:44:11,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-08-05,25.3,15.1,19.4,25.3,15.1,19.4,13.4,70.6,0,0,0,,0,0,,18.2,232.9,1011.3,45.1,33.4,291.9,25.1,8,,2011-08-05T05:29:35,2011-08-05T20:42:27,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-08-06,19.1,14.6,17,19.1,14.6,17,12,73.5,0,0,0,,0,0,,18.5,225.9,1004.2,62.5,30.5,175.3,15.1,5,,2011-08-06T05:31:07,2011-08-06T20:40:42,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-08-07,20.6,12.8,15.3,20.6,12.8,15.3,11.4,78.1,4.578,100,16.67,rain,0,0,50,28.6,228.8,1002.8,51.6,36.7,263.8,22.8,7,,2011-08-07T05:32:40,2011-08-07T20:38:55,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-08-08,21.3,11.6,16.5,21.3,11.6,16.5,10.7,71.6,9.54,100,8.33,rain,0,0,51.8,31.7,269,1006.9,54.1,37,250.1,21.6,8,,2011-08-08T05:34:13,2011-08-08T20:37:07,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-08-09,21.5,12.3,16.7,21.5,12.3,16.7,7.5,55.8,0.001,100,4.17,rain,0,0,,20.8,302.7,1021.4,25.1,40.3,306.6,26.3,8,,2011-08-09T05:35:46,2011-08-09T20:35:17,0.35,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-08-10,23.1,10.8,17.1,23.1,10.8,17.1,10.1,64.4,0,0,0,,0,0,,28.2,229.6,1022.1,74.8,33,281.4,24.3,8,,2011-08-10T05:37:20,2011-08-10T20:33:25,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-08-11,21.8,15.5,18,21.8,15.5,18,14.4,79.6,0.804,100,4.17,rain,0,0,,27.6,231.5,1011.5,60.2,30,216.5,18.6,6,,2011-08-11T05:38:54,2011-08-11T20:31:33,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-08-12,22.3,16.6,18.9,22.3,16.6,18.9,14.9,78.2,0.001,100,4.17,rain,0,0,,20.2,238.4,1010.5,66.5,30.7,223.2,19.3,7,,2011-08-12T05:40:28,2011-08-12T20:29:39,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,remote,03772099999,03770099999"
"London,UK",2011-08-13,21.6,16.1,18.5,21.6,16.1,18.5,14.4,78.2,0.008,100,4.17,rain,0,0,,22.4,229.9,1006.4,72.6,32.9,182.8,15.8,7,,2011-08-13T05:42:03,2011-08-13T20:27:43,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-08-14,22.1,15.5,18.2,22.1,15.5,18.2,11.6,67.1,0.001,100,4.17,rain,0,0,,18.5,255.7,1006.9,48.7,41.1,258.8,22.4,8,,2011-08-14T05:43:38,2011-08-14T20:25:46,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-08-15,22.1,11.8,17.1,22.1,11.8,17.1,10,64.7,0,0,0,,0,0,,20.3,252.8,1015.7,49.9,39.9,248.7,21.5,8,,2011-08-15T05:45:13,2011-08-15T20:23:48,0.55,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-08-16,20.2,14.3,17.4,20.2,14.3,17.4,13.6,78.9,0,0,0,,0,0,,23.8,211,1016.3,62.3,29,199.6,17.1,6,,2011-08-16T05:46:48,2011-08-16T20:21:49,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-08-17,20.5,13.6,16.7,20.5,13.6,16.7,10.9,70.6,0.502,100,4.17,rain,0,0,,12.5,44.2,1017,70.8,33.1,170.5,14.7,5,,2011-08-17T05:48:23,2011-08-17T20:19:49,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-08-18,18,12.6,14.7,18,12.6,14.7,11.4,81,9.717,100,8.33,rain,0,0,,19,34.1,1015.1,67.4,30.8,53.1,4.9,1,,2011-08-18T05:49:58,2011-08-18T20:17:48,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-08-19,21.6,9.5,15.7,21.6,9.1,15.7,10.6,73.9,0.002,100,8.33,rain,0,0,,19.7,238.1,1018.5,44.5,21.1,214.3,18.4,7,,2011-08-19T05:51:34,2011-08-19T20:15:45,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-08-20,21.5,14.1,17,21.5,14.1,17,13.1,78.5,4.088,100,4.17,rain,0,0,,18.2,205.9,1018.7,66.2,27.4,219.1,19,7,,2011-08-20T05:53:09,2011-08-20T20:13:42,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-08-21,23.1,14.5,18.9,23.1,14.5,18.9,12.7,68.1,0,0,0,,0,0,,21.6,268.4,1013.8,46.5,35,238.8,20.8,7,,2011-08-21T05:54:45,2011-08-21T20:11:37,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-08-22,23.1,11.8,17.6,23.1,11.8,17.6,11.2,68.6,0,0,0,,0,0,,15.1,76.4,1018.7,72.7,31.1,214.7,18.5,7,,2011-08-22T05:56:20,2011-08-22T20:09:32,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-08-23,17.1,14.3,15.6,17.1,14.3,15.6,13.8,89.6,7.898,100,8.33,rain,0,0,,19.5,26.2,1013.2,84.5,14.2,151.1,13.2,5,,2011-08-23T05:57:56,2011-08-23T20:07:25,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-08-24,21.3,14.5,16.6,21.3,14.5,16.6,12.6,78.9,0.5,100,8.33,rain,0,0,,23.5,223,1013.3,73.2,22,222.2,19.4,7,,2011-08-24T05:59:32,2011-08-24T20:05:18,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-08-25,20.6,13.5,16.3,20.6,13.5,16.3,12,77.2,6.113,100,8.33,rain,0,0,,22.6,179.3,1010.1,59.6,31.3,203.5,17.6,6,,2011-08-25T06:01:07,2011-08-25T20:03:10,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-08-26,17.1,11.6,14.5,17.1,11.6,14.5,13.2,92.2,11.867,100,16.67,rain,0,0,,16.4,296.3,1004.5,63.3,21.8,186.9,16.1,6,,2011-08-26T06:02:43,2011-08-26T20:01:01,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-08-27,18.3,11.5,14.2,18.3,11.5,14.2,11.2,83.6,4.599,100,16.67,rain,0,0,,21.6,270.7,1012,41.2,26.4,222.9,19,7,,2011-08-27T06:04:19,2011-08-27T19:58:51,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-08-28,19,12.8,15,19,12.8,15,10.5,75.4,0.004,100,8.33,rain,0,0,,23.4,249.3,1015.7,53.6,34.4,212.2,18.4,7,,2011-08-28T06:05:54,2011-08-28T19:56:41,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-08-29,17.8,10.8,14.3,17.8,10.8,14.3,8.1,67.8,0.497,100,4.17,rain,0,0,,20.8,281.4,1017.6,69.1,37.7,233.2,20.2,8,,2011-08-29T06:07:30,2011-08-29T19:54:30,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-08-30,16.5,13,14.8,16.5,13,14.8,9.1,68.9,0,0,0,,0,0,,10.9,296.3,1017.3,94.5,43.2,183.7,16,6,,2011-08-30T06:09:06,2011-08-30T19:52:18,0.05,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-08-31,17.8,14.1,15.7,17.8,14.1,15.7,10,69.6,0,0,0,,0,0,,8.7,37.2,1015.7,87.3,32.9,233.5,20.2,7,,2011-08-31T06:10:41,2011-08-31T19:50:06,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-09-01,19.9,11.8,15.7,19.9,11.8,15.7,11.2,75.8,0,0,0,,0,0,,18.8,86,1014.2,24.8,30.6,237.9,20.7,7,,2011-09-01T06:12:17,2011-09-01T19:47:53,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-09-02,26.1,14,19.2,26.1,14,19.2,14.3,75,0,0,0,,0,0,,14.7,229.9,1011,51.4,18.1,216.2,18.5,6,,2011-09-02T06:13:53,2011-09-02T19:45:39,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-09-03,23.3,14.8,18.6,23.3,14.8,18.6,14.4,77.8,0,0,0,,0,0,,23.8,214.9,1009.1,70.7,18.1,220.5,19,7,,2011-09-03T06:15:28,2011-09-03T19:43:25,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-09-04,19.5,14.6,16.9,19.5,14.6,16.9,14.2,84.1,4.102,100,8.33,rain,0,0,,21.7,204,1006.7,54.1,23.4,128.2,11,6,,2011-09-04T06:17:04,2011-09-04T19:41:11,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-09-05,19.1,12,15.3,19.1,12,15.3,10.4,73.8,0.5,100,4.17,rain,0,0,61.2,35.3,231.9,1011.1,47.4,31.8,218,18.9,7,,2011-09-05T06:18:39,2011-09-05T19:38:55,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-09-06,18.5,14,16.1,18.5,14,16.1,13.4,84.4,9.418,100,16.67,rain,0,0,67.4,36.8,223.2,1007.9,71.6,21.2,46.7,3.9,1,,2011-09-06T06:20:15,2011-09-06T19:36:40,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-09-07,17,12.1,14.4,17,12.1,14.4,10.3,76.7,0,0,0,,0,0,,28,242.9,1011,59,29.5,166.3,14.3,6,,2011-09-07T06:21:50,2011-09-07T19:34:24,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-09-08,19.6,13.1,16.1,19.6,13.1,16.1,12.6,80.1,0.501,100,8.33,rain,0,0,,21,232.2,1009.2,68.9,28.7,129.4,11.2,4,,2011-09-08T06:23:26,2011-09-08T19:32:08,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-09-09,21.3,15.7,18.6,21.3,15.7,18.6,16.3,86.7,1.297,100,4.17,rain,0,0,,17.3,222.8,1009.7,76.1,30.6,146.5,12.6,5,,2011-09-09T06:25:01,2011-09-09T19:29:51,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-09-10,23.1,16.8,19.5,23.1,16.8,19.5,16.3,82.3,0.004,100,8.33,rain,0,0,,26.1,193.9,1004.6,57.8,26.5,169.4,14.5,6,,2011-09-10T06:26:37,2011-09-10T19:27:34,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-09-11,20.6,15,16.9,20.6,15,16.9,12.9,78.5,4.403,100,8.33,rain,0,0,55.6,33.6,218.2,1005.1,45.6,21.4,195.8,16.9,7,,2011-09-11T06:28:13,2011-09-11T19:25:17,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-09-12,21.8,15.5,18.4,21.8,15.5,18.4,13.1,72.4,0.006,100,8.33,rain,0,0,63,40.7,227.1,1004.5,56.4,23,186.3,16.2,7,,2011-09-12T06:29:48,2011-09-12T19:22:59,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-09-13,19.6,12.8,15.1,19.6,12.8,15.1,9.3,69.2,0.005,100,8.33,rain,0,0,55.7,34.3,244.7,1012,32.6,26.8,200.1,17.4,7,,2011-09-13T06:31:24,2011-09-13T19:20:42,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-09-14,19.1,10.3,14.1,19.1,10.3,14.1,8.3,69.8,0.298,100,4.17,rain,0,0,,22.1,251.9,1017.8,25.7,31.7,211.5,18.1,7,,2011-09-14T06:33:00,2011-09-14T19:18:24,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-09-15,19.6,8.3,14.2,19.6,8.3,14.2,9.4,75.2,0,0,0,,0,0,,10.8,155.8,1020.2,73.5,26.3,212.2,18.3,7,,2011-09-15T06:34:35,2011-09-15T19:16:06,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-09-16,21.8,13.3,17,21.8,13.3,17,11.8,72.8,0.001,100,4.17,rain,0,0,,19.8,168.5,1013.1,57.5,24.6,183.2,15.8,6,,2011-09-16T06:36:11,2011-09-16T19:13:47,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-09-17,19.1,10.1,14.5,19.1,10.1,14.5,10.8,79.9,1.99,100,12.5,rain,0,0,46.4,26.8,230.4,1006.3,52.6,33,115.2,9.8,4,,2011-09-17T06:37:47,2011-09-17T19:11:29,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-09-18,17.3,8,11.6,17.3,6.9,11.1,9.2,86.6,0.995,100,8.33,rain,0,0,,12.8,263.7,1003.6,51.5,34.1,109.8,9.3,5,,2011-09-18T06:39:23,2011-09-18T19:09:11,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-09-19,18.8,9.8,14,18.8,8.3,14,10.3,79.3,0.001,100,4.17,rain,0,0,,23.9,251.9,1013,58.4,34.9,182.2,15.7,6,,2011-09-19T06:40:59,2011-09-19T19:06:52,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-09-20,18.3,14.8,16.8,18.3,14.8,16.8,13.5,80.8,0.298,100,4.17,rain,0,0,,24.2,216.9,1017.9,73,24.7,138,11.9,5,,2011-09-20T06:42:35,2011-09-20T19:04:34,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-09-21,18.5,13.8,15.3,18.5,13.8,15.3,11.8,81.8,1.019,100,16.67,rain,0,0,,26.4,245,1017.1,63.6,25.9,130.2,11.1,5,,2011-09-21T06:44:11,2011-09-21T19:02:15,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-09-22,19.8,12.3,15.2,19.8,12.3,15.2,10.3,73.8,0,0,0,,0,0,,21.5,248.6,1019.4,56,22.8,164.2,14.3,6,,2011-09-22T06:45:48,2011-09-22T18:59:57,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-09-23,18.6,9.6,13.9,18.6,9.6,13.9,9.9,78.5,0.001,100,4.17,rain,0,0,,17.5,218,1018.3,78.1,18.7,179.2,15.5,6,,2011-09-23T06:47:24,2011-09-23T18:57:38,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-09-24,19.8,9.5,14.6,19.8,9.2,14.6,11.3,82.3,0.001,100,4.17,rain,0,0,,14.6,182.1,1014.5,54.2,16.2,170.8,14.8,6,,2011-09-24T06:49:01,2011-09-24T18:55:20,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-09-25,21.3,12.1,16.7,21.3,12.1,16.7,13.2,81.1,0.001,100,4.17,rain,0,0,,24.8,191.2,1015.7,48.5,19.4,165.1,14.2,6,,2011-09-25T06:50:37,2011-09-25T18:53:02,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-09-26,22.3,15,18,22.3,15,18,15,83.7,1.002,100,4.17,rain,0,0,,16.7,216,1020.3,61.4,26.1,146.2,12.7,6,,2011-09-26T06:52:14,2011-09-26T18:50:43,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-09-27,22.1,12.3,16,22.1,12.3,16,14,89.1,4.072,100,4.17,rain,0,0,,10.8,198.8,1028.3,53.9,13.3,176.2,15.2,6,,2011-09-27T06:53:51,2011-09-27T18:48:26,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
